documents__category_group_code,documents__category_group_name,documents__category_name,documents__distance,time,tag,base_score,쇼핑보너스,관광보너스,맛집보너스,score(0~10)
CT1,문화시설,"문화,예술 > 영화,영상 > 영화관",1924,점심,쇼핑,1,1,1,1,1
CE7,카페,음식점 > 카페,16,아침,쇼핑,10,10,10,10,10
FD6,음식점,음식점 > 한식,55,아침,쇼핑,10,10,10,10,10
CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",151,오전,쇼핑,10,10,10,10,10
CE7,카페,음식점 > 카페,35,오전,쇼핑,10,10,10,10,10
AT4,관광명소,"여행 > 관광,명소 > 문화유적 > 고궁,궁",109,오전,쇼핑,10,10,10,10,10
FD6,음식점,음식점 > 한식 > 국수,195,점심,쇼핑,10,10,10,10,10
FD6,음식점,"음식점 > 한식 > 해물,생선 > 회",165,점심,쇼핑,10,10,10,10,10
AT4,관광명소,"여행 > 관광,명소 > 테마거리 > 먹자골목",125,점심,쇼핑,10,10,10,10,10
FD6,음식점,"음식점 > 한식 > 육류,고기",258,점심,쇼핑,10,10,10,10,10
FD6,음식점,음식점 > 한식,4,점심,쇼핑,10,10,10,10,10
MT1,대형마트,"가정,생활 > 대형마트",14,오후,쇼핑,10,10,10,10,10
CT1,문화시설,"문화,예술 > 문화시설 > 미술관",220,오후,쇼핑,10,10,10,10,10
CE7,카페,음식점 > 카페,86,오후,쇼핑,10,10,10,10,10
AT4,관광명소,"여행 > 관광,명소 > 도보여행",35,오후,쇼핑,10,10,10,10,10
MT1,대형마트,"가정,생활 > 대형마트",7,오후,쇼핑,10,10,10,10,10
CT1,문화시설,"문화,예술 > 문화시설 > 전시관",218,오후,쇼핑,10,10,10,10,10
CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",118,오후,쇼핑,10,10,10,10,10
CT1,문화시설,"문화,예술 > 문화시설 > 전시관",232,오후,쇼핑,10,10,10,10,10
CE7,카페,음식점 > 카페,166,오후,쇼핑,10,10,10,10,10
CT1,문화시설,"문화,예술 > 문화시설 > 미술관",348,오후,쇼핑,10,10,10,10,10
AT4,관광명소,"여행 > 관광,명소 > 계곡",16,저녁,쇼핑,10,10,10,10,10
AD5,숙박,"여행 > 숙박 > 여관,모텔",165,저녁,쇼핑,10,10,10,10,10
AD5,숙박,여행 > 숙박 > 호텔,58,저녁,쇼핑,10,10,10,10,10
AD5,숙박,"여행 > 숙박 > 여관,모텔",199,저녁,쇼핑,10,10,10,10,10
AD5,숙박,"여행 > 숙박 > 여관,모텔",96,저녁,쇼핑,10,10,10,10,10
FD6,음식점,"음식점 > 한식 > 육류,고기",293,저녁,쇼핑,10,10,10,10,10
FD6,음식점,"음식점 > 일식 > 돈까스,우동",140,저녁,쇼핑,10,10,10,10,10
FD6,음식점,음식점 > 뷔페,375,저녁,쇼핑,10,10,10,10,10
FD6,음식점,음식점 > 한식 > 한정식,126,저녁,쇼핑,10,10,10,10,10
AD5,숙박,여행 > 숙박 > 호텔,18,밤,쇼핑,10,10,10,10,10
AD5,숙박,여행 > 숙박 > 호텔,713,밤,쇼핑,10,10,10,10,10
AD5,숙박,"여행 > 숙박 > 여관,모텔",676,밤,쇼핑,10,10,10,10,10
AD5,숙박,"여행 > 숙박 > 여관,모텔",595,밤,쇼핑,10,10,10,10,10
AD5,숙박,"여행 > 숙박 > 여관,모텔",595,밤,쇼핑,10,10,10,10,10
AD5,숙박,"여행 > 숙박 > 여관,모텔",983,밤,쇼핑,10,10,10,10,10
AD5,숙박,"여행 > 숙박 > 여관,모텔",652,밤,쇼핑,10,10,10,10,10
AT4,관광명소,"여행 > 관광,명소 > 테마거리 > 먹자골목",86,밤,쇼핑,10,10,10,10,10
AT4,관광명소,"여행 > 관광,명소 > 문화유적 > 고궁,궁",236,밤,쇼핑,10,10,10,10,10
AD5,숙박,여행 > 숙박 > 호텔,283,밤,쇼핑,10,10,10,10,10
AD5,숙박,여행 > 숙박 > 호텔,188,밤,쇼핑,10,10,10,10,10
CE7,카페,음식점 > 카페,71,밤,쇼핑,10,10,10,10,10
AT4,관광명소,"여행 > 관광,명소 > 산",733,아침,쇼핑,9,9,9,9,9
AT4,관광명소,"여행 > 관광,명소 > 테마거리 > 카페거리",478,아침,쇼핑,9,9,9,9,9
AT4,관광명소,"여행 > 관광,명소 > 수목원,식물원",229,아침,쇼핑,9,9,9,9,9
AT4,관광명소,"여행 > 관광,명소 > 전망대",125,아침,쇼핑,9,9,9,9,9
AT4,관광명소,"여행 > 관광,명소 > 산",205,아침,쇼핑,9,9,9,9,9
FD6,음식점,음식점 > 한식 > 한정식,233,아침,쇼핑,9,9,9,9,9
CE7,카페,음식점 > 카페,22,아침,쇼핑,9,9,9,9,9
AT4,관광명소,"여행 > 관광,명소 > 문화유적 > 고궁,궁",165,아침,쇼핑,9,9,9,9,9
AT4,관광명소,"여행 > 관광,명소 > 테마거리",202,아침,쇼핑,9,9,9,9,9
AT4,관광명소,"여행 > 관광,명소 > 산",223,오전,쇼핑,9,9,9,9,9
CT1,문화시설,"문화,예술 > 문화시설 > 문화원",452,오전,쇼핑,9,9,9,9,9
CE7,카페,음식점 > 카페,103,오전,쇼핑,9,9,9,9,9
CT1,문화시설,"문화,예술 > 문화시설 > 전시관",180,오전,쇼핑,9,9,9,9,9
CE7,카페,음식점 > 카페,190,오전,쇼핑,9,9,9,9,9
MT1,대형마트,"가정,생활 > 대형마트",77,점심,쇼핑,9,10,9,9,10
FD6,음식점,"음식점 > 한식 > 육류,고기 > 갈비",437,점심,쇼핑,9,9,9,9,9
AT4,관광명소,"여행 > 관광,명소 > 수목원,식물원",1062,오후,쇼핑,9,9,9,9,9
MT1,대형마트,"가정,생활 > 대형마트",494,오후,쇼핑,9,10,9,9,10
MT1,대형마트,"가정,생활 > 대형마트",243,오후,쇼핑,9,10,9,9,10
MT1,대형마트,"가정,생활 > 대형마트",561,오후,쇼핑,9,10,9,9,10
CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",558,오후,쇼핑,9,9,9,9,9
CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",818,오후,쇼핑,9,9,9,9,9
CE7,카페,음식점 > 카페,174,오후,쇼핑,9,9,9,9,9
AT4,관광명소,"여행 > 관광,명소 > 전망대",631,오후,쇼핑,9,9,9,9,9
MT1,대형마트,"가정,생활 > 대형마트",192,오후,쇼핑,9,10,9,9,10
MT1,대형마트,"가정,생활 > 대형마트",165,오후,쇼핑,9,10,9,9,10
CT1,문화시설,"문화,예술 > 문화시설 > 전시관",517,오후,쇼핑,9,9,9,9,9
CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",288,오후,쇼핑,9,9,9,9,9
CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",456,오후,쇼핑,9,9,9,9,9
FD6,음식점,음식점 > 일식 > 일식집,185,오후,쇼핑,9,9,9,9,9
AT4,관광명소,"여행 > 관광,명소 > 문화유적 > 고궁,궁",366,오후,쇼핑,9,9,9,9,9
AT4,관광명소,"여행 > 관광,명소 > 전망대",719,오후,쇼핑,9,9,9,9,9
AT4,관광명소,"여행 > 관광,명소 > 테마거리 > 먹자골목",488,오후,쇼핑,9,9,9,9,9
MT1,대형마트,"가정,생활 > 대형마트",192,오후,쇼핑,9,10,9,9,10
MT1,대형마트,"가정,생활 > 대형마트",128,오후,쇼핑,9,10,9,9,10
CT1,문화시설,"문화,예술 > 영화,영상 > 영화관",685,오후,쇼핑,9,9,9,9,9
CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",865,오후,쇼핑,9,9,9,9,9
AD5,숙박,여행 > 숙박 > 호텔,135,오후,쇼핑,9,9,9,9,9
CE7,카페,음식점 > 카페,379,오후,쇼핑,9,9,9,9,9
CE7,카페,음식점 > 카페,427,오후,쇼핑,9,9,9,9,9
AD5,숙박,"여행 > 숙박 > 여관,모텔",710,저녁,쇼핑,9,9,9,9,9
FD6,음식점,"음식점 > 한식 > 해물,생선 > 회",1217,저녁,쇼핑,9,9,9,9,9
FD6,음식점,"음식점 > 한식 > 육류,고기 > 갈비",1014,저녁,쇼핑,9,9,9,9,9
FD6,음식점,"음식점 > 한식 > 육류,고기",747,저녁,쇼핑,9,9,9,9,9
MT1,대형마트,"가정,생활 > 대형마트",80,저녁,쇼핑,9,10,9,9,10
AD5,숙박,"여행 > 숙박 > 여관,모텔",306,저녁,쇼핑,9,9,9,9,9
AD5,숙박,"여행 > 숙박 > 여관,모텔",205,저녁,쇼핑,9,9,9,9,9
AT4,관광명소,"여행 > 관광,명소 > 테마거리 > 먹자골목",498,저녁,쇼핑,9,9,9,9,9
MT1,대형마트,"가정,생활 > 대형마트",112,저녁,쇼핑,9,10,9,9,10
AD5,숙박,여행 > 숙박 > 호텔,228,저녁,쇼핑,9,9,9,9,9
AD5,숙박,여행 > 숙박 > 호텔,331,저녁,쇼핑,9,9,9,9,9
CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",247,밤,쇼핑,9,9,9,9,9
AD5,숙박,"여행 > 숙박 > 여관,모텔",326,밤,쇼핑,9,9,9,9,9
AD5,숙박,"여행 > 숙박 > 여관,모텔",925,밤,쇼핑,9,9,9,9,9
CE7,카페,음식점 > 카페,223,밤,쇼핑,9,9,9,9,9
AD5,숙박,여행 > 숙박 > 호텔,1209,밤,쇼핑,9,9,9,9,9
AD5,숙박,"여행 > 숙박 > 여관,모텔",1052,밤,쇼핑,9,9,9,9,9
AD5,숙박,"여행 > 숙박 > 여관,모텔",1560,밤,쇼핑,9,9,9,9,9
AD5,숙박,"여행 > 숙박 > 여관,모텔",1492,밤,쇼핑,9,9,9,9,9
FD6,음식점,"음식점 > 한식 > 육류,고기",545,밤,쇼핑,9,9,9,9,9
AT4,관광명소,"여행 > 관광,명소 > 테마파크",624,밤,쇼핑,9,9,9,9,9
AT4,관광명소,"여행 > 관광,명소 > 테마거리",1100,밤,쇼핑,9,9,9,9,9
AT4,관광명소,"여행 > 관광,명소 > 전망대",1534,밤,쇼핑,9,9,9,9,9
CT1,문화시설,"문화,예술 > 문화시설 > 미술관",540,밤,쇼핑,9,9,9,9,9
CT1,문화시설,"문화,예술 > 영화,영상 > 영화관",849,밤,쇼핑,9,9,9,9,9
CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",1366,밤,쇼핑,9,9,9,9,9
CT1,문화시설,"문화,예술 > 문화시설 > 미술관",1053,밤,쇼핑,9,9,9,9,9
CE7,카페,음식점 > 카페,169,밤,쇼핑,9,9,9,9,9
AT4,관광명소,"여행 > 관광,명소 > 국립공원 > 국립공원 지구",922,아침,쇼핑,8,8,8,8,8
AT4,관광명소,"여행 > 관광,명소 > 계곡",1369,아침,쇼핑,8,8,8,8,8
CT1,문화시설,"문화,예술 > 문화시설 > 박물관",359,아침,쇼핑,8,8,8,8,8
FD6,음식점,음식점 > 한식 > 두부전문점,535,아침,쇼핑,8,8,8,8,8
AT4,관광명소,"여행 > 관광,명소 > 산",508,아침,쇼핑,8,8,8,8,8
AT4,관광명소,"여행 > 관광,명소 > 테마거리",207,아침,쇼핑,8,8,8,8,8
AT4,관광명소,"여행 > 관광,명소 > 도보여행",687,아침,쇼핑,8,8,8,8,8
AT4,관광명소,"여행 > 관광,명소 > 전망대",544,아침,쇼핑,8,8,8,8,8
FD6,음식점,음식점 > 양식 > 이탈리안,778,아침,쇼핑,8,8,8,8,8
FD6,음식점,"음식점 > 한식 > 해물,생선",349,아침,쇼핑,8,8,8,8,8
AT4,관광명소,"여행 > 관광,명소 > 도자기,도예촌",1149,오전,쇼핑,8,8,8,8,8
AT4,관광명소,"여행 > 관광,명소 > 계곡",670,오전,쇼핑,8,8,8,8,8
CT1,문화시설,"문화,예술 > 문화시설 > 미술관",937,오전,쇼핑,8,8,8,8,8
AT4,관광명소,"여행 > 관광,명소 > 산",827,오전,쇼핑,8,8,8,8,8
AT4,관광명소,"여행 > 관광,명소 > 도자기,도예촌",617,오전,쇼핑,8,8,8,8,8
CT1,문화시설,"문화,예술 > 문화시설 > 전시관",389,오전,쇼핑,8,8,8,8,8
CT1,문화시설,"문화,예술 > 문화시설 > 전시관",34,점심,쇼핑,8,8,8,8,8
FD6,음식점,"음식점 > 한식 > 육류,고기 > 갈비",869,점심,쇼핑,8,8,8,8,8
AD5,숙박,여행 > 숙박 > 호텔,7,점심,쇼핑,8,8,8,8,8
AT4,관광명소,"여행 > 관광,명소 > 산",1546,오후,쇼핑,8,8,8,8,8
AT4,관광명소,"여행 > 관광,명소 > 계곡",1163,오후,쇼핑,8,8,8,8,8
AT4,관광명소,"여행 > 관광,명소 > 산",1409,오후,쇼핑,8,8,8,8,8
AT4,관광명소,"여행 > 관광,명소 > 도보여행 > 둘레길",949,오후,쇼핑,8,8,8,8,8
MT1,대형마트,"가정,생활 > 대형마트",449,오후,쇼핑,8,10,8,8,10
FD6,음식점,음식점 > 중식 > 중국요리,506,오후,쇼핑,8,8,8,8,8
FD6,음식점,"음식점 > 한식 > 육류,고기",153,오후,쇼핑,8,8,8,8,8
AT4,관광명소,"여행 > 관광,명소 > 문화유적 > 고궁,궁",1259,오후,쇼핑,8,8,8,8,8
AT4,관광명소,"여행 > 관광,명소 > 테마거리 > 먹자골목",667,오후,쇼핑,8,8,8,8,8
MT1,대형마트,"가정,생활 > 대형마트",673,오후,쇼핑,8,10,8,8,10
CT1,문화시설,"문화,예술 > 영화,영상 > 영화관",1499,오후,쇼핑,8,8,8,8,8
CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",1932,오후,쇼핑,8,8,8,8,8
FD6,음식점,음식점 > 한식 > 국수,1171,저녁,쇼핑,8,8,8,8,8
MT1,대형마트,"가정,생활 > 대형마트",616,저녁,쇼핑,8,10,8,8,10
AD5,숙박,여행 > 숙박 > 호텔,538,저녁,쇼핑,8,8,8,8,8
AD5,숙박,"여행 > 숙박 > 여관,모텔",429,저녁,쇼핑,8,8,8,8,8
AD5,숙박,"여행 > 숙박 > 여관,모텔",581,저녁,쇼핑,8,8,8,8,8
MT1,대형마트,"가정,생활 > 대형마트",650,저녁,쇼핑,8,10,8,8,10
MT1,대형마트,"가정,생활 > 대형마트",390,저녁,쇼핑,8,10,8,8,10
AD5,숙박,여행 > 숙박 > 호텔,1096,저녁,쇼핑,8,8,8,8,8
AD5,숙박,여행 > 숙박 > 호텔,1140,저녁,쇼핑,8,8,8,8,8
AD5,숙박,여행 > 숙박 > 호텔,780,저녁,쇼핑,8,8,8,8,8
AD5,숙박,여행 > 숙박 > 호텔,977,저녁,쇼핑,8,8,8,8,8
FD6,음식점,음식점 > 한식,648,저녁,쇼핑,8,8,8,8,8
CT1,문화시설,"문화,예술 > 영화,영상 > 영화관",362,밤,쇼핑,8,8,8,8,8
CT1,문화시설,"문화,예술 > 문화시설 > 전시관",437,밤,쇼핑,8,8,8,8,8
AT4,관광명소,"여행 > 관광,명소 > 도보여행",771,밤,쇼핑,8,8,8,8,8
MT1,대형마트,"가정,생활 > 대형마트",520,밤,쇼핑,8,10,8,8,10
CT1,문화시설,"문화,예술 > 영화,영상 > 영화관",1992,밤,쇼핑,8,8,8,8,8
CT1,문화시설,"문화,예술 > 문화시설 > 미술관",423,밤,쇼핑,8,8,8,8,8
CT1,문화시설,"문화,예술 > 문화시설 > 전시관",409,밤,쇼핑,8,8,8,8,8
CT1,문화시설,"문화,예술 > 문화시설 > 문화원",1015,밤,쇼핑,8,8,8,8,8
AD5,숙박,여행 > 숙박 > 호텔,1773,밤,쇼핑,8,8,8,8,8
AD5,숙박,여행 > 숙박 > 호텔,3288,밤,쇼핑,8,8,8,8,8
FD6,음식점,음식점 > 한식 > 한정식,761,밤,쇼핑,8,8,8,8,8
CE7,카페,음식점 > 카페,707,밤,쇼핑,8,8,8,8,8
AT4,관광명소,"여행 > 관광,명소 > 문화유적 > 고궁,궁",1702,밤,쇼핑,8,8,8,8,8
AT4,관광명소,"여행 > 관광,명소 > 테마거리",1279,밤,쇼핑,8,8,8,8,8
MT1,대형마트,"가정,생활 > 대형마트",1222,밤,쇼핑,8,10,8,8,10
MT1,대형마트,"가정,생활 > 대형마트",227,밤,쇼핑,8,10,8,8,10
MT1,대형마트,"가정,생활 > 대형마트",217,밤,쇼핑,8,10,8,8,10
CT1,문화시설,"문화,예술 > 영화,영상 > 영화관",1626,밤,쇼핑,8,8,8,8,8
CT1,문화시설,"문화,예술 > 문화시설 > 미술관",1187,밤,쇼핑,8,8,8,8,8
CT1,문화시설,"문화,예술 > 문화시설 > 박물관",2309,밤,쇼핑,8,8,8,8,8
AD5,숙박,여행 > 숙박 > 호텔,1016,밤,쇼핑,8,8,8,8,8
AT4,관광명소,"여행 > 관광,명소 > 계곡",1417,아침,쇼핑,7,7,7,7,7
AT4,관광명소,"여행 > 관광,명소 > 테마파크",961,아침,쇼핑,7,7,7,7,7
AT4,관광명소,"여행 > 관광,명소 > 계곡",1395,오전,쇼핑,7,7,7,7,7
AT4,관광명소,"여행 > 관광,명소 > 전망대",1130,오전,쇼핑,7,7,7,7,7
AT4,관광명소,"여행 > 관광,명소 > 도보여행 > 둘레길",1010,오전,쇼핑,7,7,7,7,7
CE7,카페,음식점 > 카페,95,점심,쇼핑,7,7,7,7,7
AT4,관광명소,"여행 > 관광,명소 > 계곡",2029,오후,쇼핑,7,7,7,7,7
AT4,관광명소,"여행 > 관광,명소 > 산",2977,오후,쇼핑,7,7,7,7,7
AT4,관광명소,"여행 > 관광,명소 > 저수지",756,오후,쇼핑,7,7,7,7,7
AT4,관광명소,"여행 > 관광,명소 > 테마거리",1181,오후,쇼핑,7,7,7,7,7
AT4,관광명소,"여행 > 관광,명소 > 테마거리 > 먹자골목",1764,오후,쇼핑,7,7,7,7,7
MT1,대형마트,"가정,생활 > 대형마트",996,오후,쇼핑,7,10,7,7,10
CT1,문화시설,"문화,예술 > 문화시설 > 미술관",823,오후,쇼핑,7,7,7,7,7
AD5,숙박,"여행 > 숙박 > 여관,모텔",73,오후,쇼핑,7,7,7,7,7
AD5,숙박,"여행 > 숙박 > 여관,모텔",98,오후,쇼핑,7,7,7,7,7
AT4,관광명소,"여행 > 관광,명소 > 테마거리",1205,오후,쇼핑,7,7,7,7,7
CT1,문화시설,"문화,예술 > 문화시설 > 박물관",2077,오후,쇼핑,7,7,7,7,7
AD5,숙박,여행 > 숙박 > 호텔,973,오후,쇼핑,7,7,7,7,7
MT1,대형마트,"가정,생활 > 대형마트",514,저녁,쇼핑,7,10,7,7,10
AD5,숙박,"여행 > 숙박 > 여관,모텔",805,저녁,쇼핑,7,7,7,7,7
AD5,숙박,"여행 > 숙박 > 여관,모텔",1195,저녁,쇼핑,7,7,7,7,7
AD5,숙박,"여행 > 숙박 > 여관,모텔",1396,저녁,쇼핑,7,7,7,7,7
FD6,음식점,"음식점 > 한식 > 해물,생선 > 추어",999,저녁,쇼핑,7,7,7,7,7
AD5,숙박,여행 > 숙박 > 호텔,878,저녁,쇼핑,7,7,7,7,7
CT1,문화시설,"문화,예술 > 문화시설 > 박물관",1142,저녁,쇼핑,7,7,7,7,7
AD5,숙박,여행 > 숙박 > 호텔,674,저녁,쇼핑,7,7,7,7,7
FD6,음식점,"음식점 > 한식 > 해물,생선",977,저녁,쇼핑,7,7,7,7,7
AD5,숙박,"여행 > 숙박 > 여관,모텔",1610,밤,쇼핑,7,7,7,7,7
AD5,숙박,"여행 > 숙박 > 여관,모텔",1518,밤,쇼핑,7,7,7,7,7
AD5,숙박,"여행 > 숙박 > 여관,모텔",2009,밤,쇼핑,7,7,7,7,7
AD5,숙박,여행 > 숙박 > 게스트하우스,2085,밤,쇼핑,7,7,7,7,7
AD5,숙박,"여행 > 숙박 > 여관,모텔",2017,밤,쇼핑,7,7,7,7,7
CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",1340,밤,쇼핑,7,7,7,7,7
AD5,숙박,여행 > 숙박 > 호텔,2994,밤,쇼핑,7,7,7,7,7
AD5,숙박,"여행 > 숙박 > 여관,모텔",2135,밤,쇼핑,7,7,7,7,7
FD6,음식점,"음식점 > 한식 > 육류,고기 > 갈비",1031,밤,쇼핑,7,7,7,7,7
CE7,카페,음식점 > 카페,862,밤,쇼핑,7,7,7,7,7
AT4,관광명소,"여행 > 관광,명소 > 도보여행",2326,밤,쇼핑,7,7,7,7,7
AT4,관광명소,"여행 > 관광,명소 > 도보여행 > 서울한양도성",4733,밤,쇼핑,7,7,7,7,7
MT1,대형마트,"가정,생활 > 대형마트",1606,밤,쇼핑,7,10,7,7,10
MT1,대형마트,"가정,생활 > 대형마트",285,밤,쇼핑,7,10,7,7,10
AD5,숙박,여행 > 숙박 > 호텔,1657,밤,쇼핑,7,7,7,7,7
AD5,숙박,여행 > 숙박 > 호텔,1856,밤,쇼핑,7,7,7,7,7
FD6,음식점,음식점 > 양식 > 이탈리안,418,밤,쇼핑,7,7,7,7,7
CE7,카페,음식점 > 카페,477,밤,쇼핑,7,7,7,7,7
AT4,관광명소,"여행 > 관광,명소 > 계곡",3427,아침,쇼핑,6,6,6,6,6
AT4,관광명소,"여행 > 관광,명소 > 계곡",2198,아침,쇼핑,6,6,6,6,6
FD6,음식점,음식점 > 한식 > 국수,1187,아침,쇼핑,6,6,6,6,6
FD6,음식점,"음식점 > 한식 > 해물,생선 > 굴,전복",681,아침,쇼핑,6,6,6,6,6
FD6,음식점,"음식점 > 한식 > 해물,생선 > 추어",711,아침,쇼핑,6,6,6,6,6
AT4,관광명소,"여행 > 관광,명소 > 산",1785,아침,쇼핑,6,6,6,6,6
CT1,문화시설,"문화,예술 > 문화시설 > 미술관",584,아침,쇼핑,6,6,6,6,6
FD6,음식점,"음식점 > 한식 > 육류,고기",1047,아침,쇼핑,6,6,6,6,6
CE7,카페,음식점 > 카페,495,아침,쇼핑,6,6,6,6,6
AT4,관광명소,"여행 > 관광,명소 > 도보여행 > 서울한양도성",2683,아침,쇼핑,6,6,6,6,6
AT4,관광명소,"여행 > 관광,명소 > 테마거리 > 먹자골목",425,아침,쇼핑,6,6,6,6,6
AT4,관광명소,"여행 > 관광,명소 > 산",1312,오전,쇼핑,6,6,6,6,6
AT4,관광명소,"여행 > 관광,명소 > 국립공원 > 국립공원 지구",1418,오전,쇼핑,6,6,6,6,6
CT1,문화시설,"문화,예술 > 문화시설 > 박물관",1920,오전,쇼핑,6,6,6,6,6
CT1,문화시설,"문화,예술 > 문화시설 > 전시관",397,오전,쇼핑,6,6,6,6,6
CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",1310,오전,쇼핑,6,6,6,6,6
AT4,관광명소,"여행 > 관광,명소 > 테마거리 > 먹자골목",2129,오전,쇼핑,6,6,6,6,6
AT4,관광명소,"여행 > 관광,명소 > 테마거리",2018,오전,쇼핑,6,6,6,6,6
AT4,관광명소,"여행 > 관광,명소 > 국립공원 > 국립공원 지구",253,점심,쇼핑,6,6,6,6,6
MT1,대형마트,"가정,생활 > 대형마트",670,점심,쇼핑,6,9,6,6,9
FD6,음식점,음식점 > 한식 > 국수,1168,점심,쇼핑,6,6,6,6,6
FD6,음식점,"음식점 > 한식 > 해물,생선 > 추어",887,점심,쇼핑,6,6,6,6,6
FD6,음식점,"음식점 > 일식 > 돈까스,우동",1089,점심,쇼핑,6,6,6,6,6
FD6,음식점,"음식점 > 한식 > 해물,생선",862,점심,쇼핑,6,6,6,6,6
FD6,음식점,음식점 > 한식,1099,점심,쇼핑,6,6,6,6,6
FD6,음식점,음식점 > 뷔페,806,점심,쇼핑,6,6,6,6,6
FD6,음식점,음식점 > 양식 > 이탈리안,914,점심,쇼핑,6,6,6,6,6
AT4,관광명소,"여행 > 관광,명소 > 도자기,도예촌",2816,오후,쇼핑,6,6,6,6,6
AT4,관광명소,"여행 > 관광,명소 > 테마거리 > 먹자골목",3090,오후,쇼핑,6,6,6,6,6
AT4,관광명소,"여행 > 관광,명소 > 수목원,식물원",2310,오후,쇼핑,6,6,6,6,6
CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",1957,오후,쇼핑,6,6,6,6,6
CT1,문화시설,"문화,예술 > 문화시설 > 전시관",3592,오후,쇼핑,6,6,6,6,6
AD5,숙박,"여행 > 숙박 > 여관,모텔",205,오후,쇼핑,6,6,6,6,6
AT4,관광명소,"여행 > 관광,명소 > 테마거리",2560,오후,쇼핑,6,6,6,6,6
AT4,관광명소,"여행 > 관광,명소 > 테마거리",2569,오후,쇼핑,6,6,6,6,6
AT4,관광명소,"여행 > 관광,명소 > 테마거리 > 먹자골목",1794,오후,쇼핑,6,6,6,6,6
CT1,문화시설,"문화,예술 > 문화시설 > 미술관",2568,오후,쇼핑,6,6,6,6,6
CT1,문화시설,"문화,예술 > 문화시설 > 전시관",3200,오후,쇼핑,6,6,6,6,6
CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",2825,오후,쇼핑,6,6,6,6,6
CT1,문화시설,"문화,예술 > 문화시설 > 미술관",1725,오후,쇼핑,6,6,6,6,6
MT1,대형마트,"가정,생활 > 대형마트",1291,저녁,쇼핑,6,9,6,6,9
AD5,숙박,"여행 > 숙박 > 여관,모텔",1928,저녁,쇼핑,6,6,6,6,6
FD6,음식점,"음식점 > 한식 > 육류,고기 > 갈비",1320,저녁,쇼핑,6,6,6,6,6
MT1,대형마트,"가정,생활 > 대형마트",1014,저녁,쇼핑,6,9,6,6,9
CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",158,저녁,쇼핑,6,6,6,6,6
AT4,관광명소,"여행 > 관광,명소 > 테마거리",807,저녁,쇼핑,6,6,6,6,6
AT4,관광명소,"여행 > 관광,명소 > 전망대",84,저녁,쇼핑,6,6,6,6,6
CT1,문화시설,"문화,예술 > 영화,영상 > 영화관",878,저녁,쇼핑,6,6,6,6,6
CT1,문화시설,"문화,예술 > 문화시설 > 미술관",1959,저녁,쇼핑,6,6,6,6,6
FD6,음식점,"음식점 > 일식 > 돈까스,우동",1642,저녁,쇼핑,6,6,6,6,6
CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",1089,밤,쇼핑,6,6,6,6,6
CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",1008,밤,쇼핑,6,6,6,6,6
AD5,숙박,"여행 > 숙박 > 여관,모텔",1321,밤,쇼핑,6,6,6,6,6
AD5,숙박,"여행 > 숙박 > 여관,모텔",2313,밤,쇼핑,6,6,6,6,6
FD6,음식점,"음식점 > 한식 > 육류,고기",2016,밤,쇼핑,6,6,6,6,6
CE7,카페,음식점 > 카페,727,밤,쇼핑,6,6,6,6,6
AT4,관광명소,"여행 > 관광,명소 > 수목원,식물원",1097,밤,쇼핑,6,6,6,6,6
MT1,대형마트,"가정,생활 > 대형마트",375,밤,쇼핑,6,9,6,6,9
MT1,대형마트,"가정,생활 > 대형마트",570,밤,쇼핑,6,9,6,6,9
CT1,문화시설,"문화,예술 > 문화시설 > 전시관",1210,밤,쇼핑,6,6,6,6,6
CT1,문화시설,"문화,예술 > 문화시설 > 전시관",1185,밤,쇼핑,6,6,6,6,6
CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",1676,밤,쇼핑,6,6,6,6,6
CT1,문화시설,"문화,예술 > 문화시설 > 공연장,연극극장",4062,밤,쇼핑,6,6,6,6,6
AT4,관광명소,"여행 > 관광,명소 > 문화유적 > 고궁,궁",4969,밤,쇼핑,6,6,6,6,6
AT4,관광명소,"여행 > 관광,명소 > 테마거리",1558,밤,쇼핑,6,6,6,6,6
AT4,관광명소,"여행 > 관광,명소 > 테마거리",4747,밤,쇼핑,6,6,6,6,6
AT4,관광명소,"여행 > 관광,명소 > 테마거리 > 먹자골목",2137,밤,쇼핑,6,6,6,6,6
